course_code, subject_name, credits_registered, credits_earned, grade, grade_point, result_id, new_grade
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 9.72, 4418, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2831, F
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.4, 2522, S
ME45, FLUID MECHANICS, 4, 4, B, 8.39, 1930, A
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, A, 8.2, 1271, A
IS811, PROJECT WORK, 19, 19, A, 9, 3946, S
EE45, ELECTRICAL MACHINES - II, 4, 4, B, 8, 2251, A
CH603, BIOCHEMICAL ENGINEERING, 3, 3, B, 8, 947, A
CSL1561, UNIX SYSTEMS PROGRAMMING LABORATORY, 2, 2, S, 10, 238, S+
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, A, 8.87, 3191, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 8, 2823, A
EE201, BASIC ELECTRICAL ENGINEERING, 4, 0, F, 0, 3448, F
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, B, 8.03, 4503, A
IS514L, OPERATING SYSTEM LAB, 1, 1, A, 8.64, 125, A
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, B, 8, 1381, A
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, A, 9, 1872, S
MLL608, MEDICAL IMAGE PROCESSING LAB, 1, 1, S, 10, 1139, S+
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 10, 1398, S+
IS624, JAVA AND J2EE, 4, 4, E, 4.16, 350, E
CS1564, COMPUTER GRAPHICS, 4, 4, A, 9, 164, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 8, 2955, A
CSL1542, ALGORITHMS LABORATORY, 1, 1, B, 8.31, 250, A
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3095, S+
AR202, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY II, 4, 4, C, 7.69, 3706, B
EC44, MICROPROCESSORS, 4, 4, D, 5.37, 1740, D
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.36, 1884, A
IS512L, MICROPROCESSORS LAB, 1, 1, S, 10, 71, S+
EE45, ELECTRICAL MACHINES - II, 4, 4, A, 9, 2301, S
BT804, PROJECT WORK, 14, 14, S, 9.21, 4723, S
MEMAT401, ENGINEERING MATHEMATICS-IV, 4, 0, F, 0, 4398, F
EE42, ELECTRICAL & ELECTRONIC MEASUREMENTS, 4, 0, NE, 0, 2254, F
AR404, CLIMATE RESPONSIVE ARCHITECTURE, 3, 3, A, 8.93, 2429, A
AR401, ARCHITECTURAL DESIGN III, 7, 7, C, 7, 2461, B
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, F, 0, 2714, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 3368, S+
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 8.28, 1419, A
EC201, BASIC ELECTRONICS, 4, 4, S, 9.34, 2737, S
PHY201, ENGINEERING PHYSICS, 4, 4, B, 8.27, 3266, A
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 3616, S+
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2541, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S, 10, 677, S+
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, A, 9, 1878, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, E, 4, 2652, E
EC801, OPTICAL FIBER COMMUNICATION, 3, 3, D, 4.83, 4107, E
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, C, 6.28, 1817, C
CSL1563, INTERNET TECHNOLOGIES & SOFTWARE DEVELOPMENT FOR PORTABLE DEVICES LABORATORY, 2, 2, S, 9.55, 154, S
PHY201, ENGINEERING PHYSICS, 4, 0, F, 0, 3055, F
CS1563, COMPUTER SECURITY, 4, 4, A, 9, 241, S
EC604, ANTENNAS AND PROPAGATION, 3, 0, X, 0, 484, F
IS624L, JAVA AND J2EE LAB, 1, 1, S, 10, 307, S+
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, B, 7.22, 1823, B
BT462, STRUCTURAL BIOLOGY, 3, 3, B, 7.18, 2212, B
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, E, 3.53, 3322, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 7.53, 2940, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 7.74, 3426, B
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, S, 10, 2989, S+
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2651, F
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2556, F
AR806, CONSTRUCTION MANAGEMENT, 3, 3, B, 8.53, 4937, A
EC201, BASIC ELECTRONICS, 4, 4, S, 10, 3583, S+
IT801, PROJECT WORK PHASE-II, 13, 13, A, 8.51, 4009, A
CS1563, COMPUTER SECURITY, 4, 4, A, 9, 185, S
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, B, 7.09, 1528, B
EC601, DIGITAL COMMUNICATION, 4, 4, A, 8.14, 502, A
AR208, ART APPRECIATION, 2, 2, S, 10, 3676, S+
TCE06(N), NEURAL NETWORKS & FUZZY LOGIC, 4, 4, B, 8.5, 4596, A
IS512L, MICROPROCESSORS LAB, 1, 1, C, 7.88, 20, B
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, A, 8.1, 2797, A
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, B, 7.75, 559, B
IMPE15, PROJECT MANAGEMENT, 3, 3, S, 10, 4093, S+
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S, 9.22, 3268, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 3410, S+
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 0, F, 0, 4314, F
PHY201, ENGINEERING PHYSICS, 4, 4, S, 10, 3117, S+
BT603, BIOREACTION ENGINEERING, 4, 4, S, 9.81, 998, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 0, NE, 0, 3283, F
ME803, PROJECT WORK, 12, 12, A, 9, 4380, S
AR805, CONSTITUTIONAL LAW, 1, 1, B, 7.53, 4869, B
CS1564, COMPUTER GRAPHICS, 4, 4, C, 7, 158, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3444, S+
IM43, MACHINE TOOL TECHNOLOGY, 4, 4, E, 4.33, 1573, E
CSL1562, EMBEDDED SYSTEMS LABORATORY, 1, 1, A, 9, 217, S
AR603, RESEARCH METHODOLOGY, 2, 2, C, 7, 1230, B
BTL47, MOLECULAR BIOLOGY LAB, 1, 1, A, 8.73, 2233, A
MEOE06, NON-CONVENTIONAL ENERGY SOURCES, 3, 3, A, 8.62, 4282, A
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, B, 8.83, 3004, A
TCL48, SYSTEMS SIMULATION LAB, 1, 1, C, 6.16, 2097, C
CV44, CONCRETE TECHNOLOGY, 4, 4, A, 9, 1859, S
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, A, 9, 421, S
IS514L, OPERATING SYSTEM LAB, 1, 1, A, 9, 68, S
CSL1543, MICROPROCESSORS  AND CO LABORATORY, 2, 2, S, 9.03, 1296, S
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, C, 7, 2175, B
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 8.57, 1761, A
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2519, F
CS812, PROJECT, 18, 18, S, 9.59, 3781, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 9.5, 3303, S
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, B, 8, 1468, A
AR805, CONSTITUTIONAL LAW, 1, 1, A, 9, 4907, S
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 8.57, 2076, A
AR801, ARCHITECTURAL DESIGN PROJECT, 15, 15, A, 9, 4931, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 3537, F
IT801, PROJECT WORK PHASE-II, 13, 13, A, 8.41, 4017, A
HSS202, ENVIRONMENTAL STUDIES, 2, 0, NE, 0, 1402, F
TCE06(N), NEURAL NETWORKS & FUZZY LOGIC, 4, 4, A, 9, 4586, S
HSS202, ENVIRONMENTAL STUDIES, 2, 2, A, 9.48, 2756, S
MES83, CNC MACHINES, 3, 3, S, 9.61, 4393, S
CS1544, DATA COMMUNICATION, 4, 4, B, 8.34, 1295, A
MLL607, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT LAB, 1, 1, A, 9, 1112, S
PHY201, ENGINEERING PHYSICS, 4, 4, B, 7.76, 2983, B
EC601L, DIGITAL COMMUNICATION LAB, 1, 1, A, 8.83, 427, A
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S+, 0, 2687, F
EC45, SIGNALS AND SYSTEMS, 4, 0, NE, 0, 1632, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 2779, S+
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 2501, S+
CVOE01, AIR POLLUTION & CONTROL, 3, 3, B, 8, 4390, A
EC601L, DIGITAL COMMUNICATION LAB, 1, 1, A, 9.3, 469, S
EEPE43, HIGH VOLTAGE ENGINEERING, 3, 3, D, 4.99, 1087, E
HSS202, ENVIRONMENTAL STUDIES, 2, 2, A, 8.96, 2894, A
IM803, SEMINAR, 2, 2, S, 10, 4078, S+
IS631, SYSTEM SOFTWARE, 4, 4, A, 9, 337, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9.43, 2766, S
EE801, INTELLECTUAL PROPERTY RIGHTS, 2, 2, B, 8.56, 4790, A
ECL48, MICROPROCESSOR LAB, 1, 1, S, 10, 1744, S+
MLL609, BIO-MEDICAL SIGNAL PROCESSING LAB, 1, 1, S, 10, 1106, S+
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, B, 7.49, 3443, B
BT605L, ENZYME TECHNOLOGY LAB, 1, 1, A, 8.99, 1024, A
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, B, 7.37, 3241, B
EIMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, E, 4, 2416, E
MEPE18, SMART MATERIALS, 3, 3, A, 9.12, 4568, S
TCE11, OPERATING SYSTEMS, 4, 4, B, 8.96, 900, A
MLL610, MINI PROJECT, 4, 4, A, 8.88, 1125, A
ECPE25, MACHINE LEARNING, 4, 4, C, 7, 459, B
CVL48, ENGINEERING GEOLOGY LABORATORY, 1, 1, A, 8.67, 1848, A
CSL1543, MICROPROCESSORS  AND CO LABORATORY, 2, 2, S, 9.17, 1411, S
IMOE02, PROJECT MANAGEMENT, 3, 3, A, 9, 4381, S
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 3607, F
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2741, F
EC45, SIGNALS AND SYSTEMS, 4, 4, S, 10, 1643, S+
CH462, PLANT UTILITIES, 3, 0, NE, 0, 984, F
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, B, 8.1, 2981, A
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, A, 9, 349, S
CHL47, HEAT TRANSFER LABORATORY, 1, 1, A, 9.6, 2199, S
IML47, MANUFACTURING PROCESSES AND MACHINE TOOLS LAB, 1, 1, B, 7.23, 1607, B
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 9, 3462, S
EC43, CONTROL SYSTEMS, 4, 4, S, 10, 1714, S+
CV44, CONCRETE TECHNOLOGY, 4, 4, B, 8, 1856, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, C, 7, 3046, B
CS1563, COMPUTER SECURITY, 4, 4, A, 9.51, 205, S
CV42, HYDRAULICS AND HYDRAULIC MACHINERY, 4, 0, NE, 0, 1802, F
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, B, 8.99, 651, A
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, B, 7.75, 432, B
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 3384, F
CVPE664, HIGHWAY GEOMETRIC DESIGN, 4, 4, A, 9, 550, S
CS1564, COMPUTER GRAPHICS, 4, 4, B, 8.86, 174, A
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2884, F
CH602, MASS TRANSFER - II, 4, 4, A, 9, 944, S
TC601, DIGITAL COMMUNICATION, 4, 4, C, 6.01, 900, C
EE604L, LINEAR INTEGRATED CIRCUITS LAB, 1, 1, A, 8.93, 1039, A
ME461, ROBOTICS, 3, 3, C, 7.7, 1994, B
AR203, ARCHITECTURAL GRAPHICS II, 3, 3, S, 10, 3724, S+
MEPE18, SMART MATERIALS, 3, 3, A, 8.94, 4521, A
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, C, 7.27, 1780, B
EIMAT41, ENGINEERING MATHEMATICS-IV, 4, 0, F, 0, 2398, F
AR804, PROFESSIONAL PRACTICE II, 3, 3, A, 8.83, 4882, A
IM803, SEMINAR, 2, 2, A, 9.64, 4067, S
TCL607, COMPUTER COMMUNICATION NETWORKS  LAB, 1, 1, S, 10, 899, S+
EE801, INTELLECTUAL PROPERTY RIGHTS, 2, 2, C, 7.74, 4757, B
ML601, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT, 4, 4, B, 7.17, 1112, B
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 8.24, 1331, A
ME461, ROBOTICS, 3, 3, A, 8.34, 1972, A
IS62C3, BIOINFORMATICS, 4, 4, A, 10, 317, S+
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 7.08, 1502, B
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9.39, 3384, S
TCE11, OPERATING SYSTEMS, 4, 4, A, 8.04, 932, A
IS512L, MICROPROCESSORS LAB, 1, 1, B, 8, 70, A
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, A, 9.77, 1864, S
IS315, OBJECT ORIENTED PROGRAMMING, 4, 0, F, 0, 54, F
EC201, BASIC ELECTRONICS, 4, 4, A, 8.47, 3607, A
ML41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 8.41, 2330, A
CH44, PROCESS HEAT TRANSFER, 4, 4, A, 8.96, 2199, A
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 10, 132, S+
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 10, 2866, S+
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 9.37, 3151, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 3568, F
CHY201, ENGINEERING CHEMISTRY, 4, 0, NE, 0, 3363, F
ME603L, FINITE ELEMENT ANALYSIS LABORATORY, 1, 1, A, 8.28, 4398, A
EC604, ANTENNAS AND PROPAGATION, 3, 3, B, 8, 414, A
AR205, ARCHITECTURAL STRUCTURES II, 3, 3, S, 9.22, 3678, S
IS633L, PROJECT BASED LEARNING, 2, 2, S, 9.77, 359, S
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, C, 6.06, 844, C
IML47, MANUFACTURING PROCESSES AND MACHINE TOOLS LAB, 1, 1, S, 10, 1602, S+
EC201, BASIC ELECTRONICS, 4, 4, A, 9, 2853, S
IS52A3, SYSTEM SOFTWARE, 4, 4, C, 6.65, 53, C
PHYL201, ENGINEERING PHYSICS LAB, 1, 0, NE, 0, 3163, F
IS633L, PROJECT BASED LEARNING, 2, 2, B, 7.11, 3915, B
IS632, OPERATING SYSTEM AND UNIX, 4, 4, B, 8, 285, A
AR203, ARCHITECTURAL GRAPHICS II, 3, 3, A, 9, 3679, S
CSPE05, BIG DATA AND DATA SCIENCE, 4, 4, A, 8.85, 3808, A
ML802, MANAGEMENT AND ENTREPRENEURSHIP, 4, 4, A, 8.42, 4831, A
EC603, COMPUTER COMMUNICATION NETWORKS, 3, 3, A, 8.46, 510, A
IT927, STATISTICAL PROCESS CONTROL, 4, 4, A, 9.27, 4029, S
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 3, A, 9, 1761, S
IS512, MICROPROCESSORS, 4, 4, B, 8.37, 77, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 2800, F
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 4, B, 8.43, 1213, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, NE, 0, 3163, F
EC45, SIGNALS AND SYSTEMS, 4, 4, A, 9, 1683, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, B, 8, 2865, A
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8.04, 1526, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, F, 0, 3457, F
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 10, 2736, S+
IT801, PROJECT WORK PHASE-II, 13, 13, A, 9, 4001, S
EC42, LINEAR INTEGRATED CIRCUITS, 4, 0, F, 0, 1725, F
CV44, CONCRETE TECHNOLOGY, 4, 4, B, 8.21, 1867, A
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, A, 8.29, 3331, A
EE45, ELECTRICAL MACHINES - II, 4, 0, X, 0, 2305, F
CH602, MASS TRANSFER - II, 4, 4, B, 8.7, 966, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 10, 3387, S+
EE43, SIGNALS & SYSTEMS, 4, 4, B, 8, 2272, A
IS433, SOFTWARE ENGINEERING, 3, 3, B, 8, 1467, A
EC201, BASIC ELECTRONICS, 4, 4, S, 9.08, 2603, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2942, F
PHY201, ENGINEERING PHYSICS, 4, 4, A, 8.93, 2791, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2837, F
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 8.72, 2811, A
AR603, RESEARCH METHODOLOGY, 2, 2, S, 10, 1272, S+
CV42, HYDRAULICS AND HYDRAULIC MACHINERY, 4, 4, B, 8.79, 1761, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 9.42, 2799, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 8, 2769, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, B, 8, 2871, A
CV607L, DETAILING OF RC AND STEEL STRUCTURAL ELEMENTS, 2, 2, A, 8.85, 571, A
AR606, BUILDING SERVICES IV, 3, 3, A, 8.84, 1256, A
CV603, IRRIGATION ENGINEERING AND HYDRAULIC STRUCTURES, 3, 3, B, 7.67, 602, B
MEPE12, RAPID PROTOTYPING, 3, 3, A, 8.37, 718, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, B, 7.77, 2865, B
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2596, F
MAT201, ENGINEERING MATHEMATICS-II, 0, 0, W, 0, 2996, F
EC42, LINEAR INTEGRATED CIRCUITS, 4, 4, C, 7, 1734, B
IS433, SOFTWARE ENGINEERING, 3, 0, F, 0, 1542, F
EC42, LINEAR INTEGRATED CIRCUITS, 4, 4, E, 4, 1722, E
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 3544, F
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 9.99, 3172, S
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, A, 8.11, 593, A
ME601L, MACHINE DESIGN  LABORATORY, 1, 1, B, 8.99, 844, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, A, 8.02, 3404, A
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 9.49, 33, S
IS514, OPERATING SYSTEMS, 4, 4, B, 7.66, 9, B
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 0, X, 0, 657, F
IS433, SOFTWARE ENGINEERING, 3, 3, B, 8.81, 1521, A
ML603, BIO-MEDICAL SIGNAL PROCESSING, 4, 0, X, 0, 1117, F
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, C, 7, 144, B
IS62C3, BIOINFORMATICS, 4, 0, X, 0, 296, F
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 3383, F
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3154, F
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 3548, F
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, E, 4, 547, E
CHY201, ENGINEERING CHEMISTRY, 4, 4, A, 9.38, 2539, S
EC44, MICROPROCESSORS, 4, 4, A, 8.63, 1748, A
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, B, 8.07, 631, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, NE, 0, 2677, F
CVL47, SURVEYING PRACTICE, 2, 2, A, 8.63, 1767, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, D, 4.7, 3438, E
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2680, F
CSPE26, MOOC BASED ELECTIVE, 1, 1, S, 10, 3822, S+
PHY201, ENGINEERING PHYSICS, 4, 4, B, 8, 3089, A
TC605, MANAGEMENT AND ENTREPRENEURSHIP, 2, 2, C, 7.8, 883, B
BT801, BIOETHICS AND BIOSAFETY, 3, 3, C, 6.8, 4706, C
AR801, ARCHITECTURAL DESIGN PROJECT, 15, 15, A, 9.61, 4861, S
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2938, S+
ME45, FLUID MECHANICS, 4, 4, A, 9, 1949, S
CS1561, COMPLIER DESIGN, 4, 4, S, 10, 181, S+
AR601, ARCHITECTURAL DESIGN V, 7, 7, B, 8, 1200, A
ML803, INTERNSHIP, 1, 1, A, 8.86, 4837, A
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, C, 7.32, 2449, B
IS631, SYSTEM SOFTWARE, 4, 4, B, 8, 284, A
ME461, ROBOTICS, 3, 3, A, 9, 1914, S
EE602L, POWER ELECTRONICS LAB, 1, 1, A, 9, 1080, S
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 9, 637, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2696, F
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 9.37, 2993, S
ME604, PROFESSIONAL ETHICS, 2, 2, C, 7.32, 821, B
ME45, FLUID MECHANICS, 4, 4, A, 9, 2046, S
EI602, ADVANCED CONTROL SYSTEM, 4, 4, A, 8.32, 1158, A
TC801, OPTICAL COMMUNICATION & NETWORKING, 4, 4, A, 9.59, 4583, S
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, B, 8, 555, A
CSL1561, UNIX SYSTEMS PROGRAMMING LABORATORY, 2, 2, S, 10, 212, S+
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 0, X, 0, 533, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.73, 3204, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, C, 7.98, 3114, B
IT801, PROJECT WORK PHASE-II, 13, 13, S, 9.39, 4003, S
CS1563, COMPUTER SECURITY, 4, 4, A, 8.53, 244, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3187, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 2646, S+
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, C, 7, 3436, B
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, A, 9.04, 1409, S
IS624L, JAVA AND J2EE LAB, 1, 1, A, 8.64, 406, A
ECPE25, MACHINE LEARNING, 4, 0, X, 0, 495, F
CSPE12, SOFTWARE DEFINED NETWORKS, 4, 4, C, 6.34, 227, C
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, C, 7.63, 3098, B
IS632, OPERATING SYSTEM AND UNIX, 4, 4, C, 6.45, 347, C
CHY201, ENGINEERING CHEMISTRY, 4, 4, A, 8.3, 3571, A
AR208, ART APPRECIATION, 2, 2, S, 10, 3681, S+
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, S, 10, 2967, S+
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 0, F, 0, 646, F
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, B, 8.63, 3555, A
TC44, SYSTEMS MODELING AND CONTROL, 4, 4, B, 7.21, 920, B
ME601, MACHINE DEISGN - II, 4, 4, A, 9, 852, S
HSS204K, KANNADA KALI, 0, 0, Fail, 0, 3363, F
CS1544, DATA COMMUNICATION, 4, 4, A, 8.91, 1340, A
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, A, 8.03, 1339, A
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, A, 9.36, 1482, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 9, 3477, S
EC462, HARDWARE DESCRPITION LANGUAGE, 3, 3, S, 9.73, 1742, S
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, A, 9, 2462, S
MEOE07, PRODUCT DESIGN AND MANUFACTURING, 3, 3, A, 9.24, 4318, S
IS515, SOFTWARE ENGINEERING, 4, 4, B, 8, 14, A
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, B, 7.68, 115, B
CS1563, COMPUTER SECURITY, 4, 4, B, 7.19, 246, B
EEPE01, RENEWABLE ENERGY SOURCES, 3, 3, A, 9, 1053, S
TCMAT41, ENGINEERING MATHEMATICS-IV, 4, 0, NE, 0, 4609, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3507, F
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, B, 8.3, 1779, A
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 1, B, 7.91, 1943, B
ECPE10, LINEAR ALGEBRA, 4, 4, A, 9.41, 509, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, C, 6.3, 2628, C
ME603, FINITE ELEMENT ANALYSIS, 4, 0, F, 1, 783, F
MAT201, ENGINEERING MATHEMATICS-II, 0, 0, W, 0, 2748, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 9.02, 3501, S
IS624L, JAVA AND J2EE LAB, 1, 1, A, 9.6, 387, S
AR206, SURVEYING & LEVELING, 2, 2, A, 8.12, 3666, A
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 3597, S+
CS812, PROJECT, 18, 18, S, 10, 3785, S+
BT606L, UPSTREAM PROCESS TECHNOLOGY LAB, 1, 1, S, 10, 1007, S+
IMMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 10, 1590, S+
EC601, DIGITAL COMMUNICATION, 4, 4, B, 7.39, 455, B
CV42, HYDRAULICS AND HYDRAULIC MACHINERY, 4, 0, F, 0, 1851, F
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, S, 10, 510, S+
IT930, AUTOMOBILE INSTRUMENTATION, 4, 4, A, 9, 4016, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2522, F
EC802, EMBEDDED SYSTEM DESIGN, 4, 4, A, 8.61, 4126, A
CV601, GEOTECHNICAL ENGINEERING -II, 4, 4, C, 6.14, 640, C
